#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A1878C
#Date Time: 2024-04-19 11:05:37.767
#Start: 100 Hz
#Stop: 50000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 60.9044 V
#Offset: -0.000867193 V
#Relative: no
#Channel: Channel 2
#Range: 60.2863 V
#Offset: 0.00111132 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100.0000000000001,-36.56853500224116,34.53579071831968,-94.2108267874105
104.2300949424216,-35.89309895349954,33.85612164563186,-82.87406766448251
108.6391269170621,-35.88981809607174,33.85827874822427,-90.04821991643414
113.2346651302716,-36.79797186419702,34.8202194259519,-86.83242595392178
118.0245989730151,-34.94421274399348,32.97426679394476,-84.17940211327955
123.0171515649861,-34.17803385425658,32.20407355234121,-93.06556888783
128.2208938716475,-33.93186390757635,31.95326262623021,-96.06918444501456
133.6447594184397,-33.40368378064826,31.44860893211252,-90.95338637393171
139.2980596274105,-33.44813010930628,31.51996079199026,-87.17473931894443
145.1904998026008,-32.64917505898241,30.72172049159066,-89.78540927463199
151.3321957916271,-33.37546216564122,31.45437630923222,-94.98339874031103
157.7336913520643,-31.39471463395498,29.46747445353608,-96.75873614608645
164.4059762524425,-32.88345395422248,30.99181933326545,-97.66970142100894
171.360505138936,-32.38986515760337,30.49288417227289,-91.96887514253214
178.609217200126,-31.41932924659605,29.50487102274948,-94.08397130755381
186.1645566636072,-31.72320752320402,29.83836858156878,-94.28146232372295
194.0394941596158,-30.75730760093099,28.89066382081762,-87.48756120214104
202.247548988362,-30.94467524752297,29.07251058506192,-93.73134993349063
210.8028123292901,-30.47930873532735,28.61314738559108,-90.33472063192828
219.7199714321139,-29.79312613611422,27.93107230671486,-92.12463948840914
229.0143348311534,-29.10351960124274,27.2590442952007,-90.56340618430337
238.7018586262665,-28.4437256588003,26.61160319740114,-92.85300905219037
248.7991738754823,-29.89652433001078,28.06033593585316,-91.79979862931819
259.3236151463755,-28.32849627217522,26.50208645205698,-92.53745819450877
270.2932502751869,-27.99830564876511,26.18575863241061,-93.23327385240646
281.7269113847843,-27.86075784075921,26.03738918935675,-95.70935321031148
293.6442272147124,-27.64486997826362,25.81821237171743,-95.85044717106234
306.0656568188346,-27.04585462004226,25.24909692063491,-95.76122465690385
319.0125246884172,-26.69343963080835,24.91466092170703,-95.09481134601981
332.5070573609534,-25.97717973283807,24.15012387429537,-94.63186701335317
346.5724215775736,-25.83954149285561,24.03453802603822,-97.26961330132389
361.2327640545542,-25.31031737559353,23.5264282212001,-97.51875265996554
376.5132529371953,-25.12977114887638,23.34797352651916,-96.74370703394993
392.4401210072382,-24.4188606721846,22.65411828632134,-96.02175620861306
409.0407107179982,-23.93195173419004,22.14677332366671,-99.44004613944178
426.3435211345256,-23.09917124401198,21.35754961546149,-98.42098339055462
444.3782568593789,-23.20580658145643,21.4618286563229,-98.34067867863621
463.1758790280082,-22.7954360226464,21.05615677462585,-97.86951670234589
482.7686584612883,-22.52316575194687,20.78219873640634,-101.8970055627958
503.1902310664553,-22.09775265372117,20.38470899955666,-99.69098685058795
524.4756555815562,-21.99104305368085,20.30571238558523,-100.9966380022921
546.6614737625438,-21.76984821700204,20.09045441341098,-101.5526443564876
569.7857731163404,-20.98397080508337,19.32354101379838,-102.4584985149489
593.8882522875714,-20.65121768575098,18.99234676831026,-102.924472658425
619.0102892112237,-20.3138671428746,18.65647072380508,-101.9221485416065
645.1950121482167,-20.09937852987925,18.47576093306732,-104.3301352333979
672.4873737258538,-19.5531954588953,17.91851195376303,-103.4766990855422
700.9342281102546,-19.22341658512268,17.66366299862485,-104.1232865152947
730.584411443248,-18.64033028695256,17.06754301614898,-104.4657641260912
761.4888256818282,-18.54472149850804,17.02220541683347,-104.5416385981299
793.7005259841002,-17.85646401540351,16.36749268937945,-106.3490509237209
827.2748117917272,-17.39697726025517,15.90331640707358,-105.7748785428991
862.2693217652554,-16.9779967121514,15.49952303489446,-108.9729610046602
898.7441327352996,-16.5341188748606,15.10414267631439,-107.9168295675775
936.7618628394459,-16.14404018668708,14.74327610678107,-108.1745278444192
976.3877790219507,-15.74105745295223,14.3671037212695,-110.1558298105119
1017.68990908078,-15.59175282971987,14.28422043023946,-110.3367281130133
1060.73915845434,-14.81121633713204,13.52034891364723,-111.0208744338644
1105.609431948401,-14.36032681206576,13.11189505072968,-112.5571570262022
1152.377760612186,-14.01778025212089,12.82844064894832,-112.7062749322396
1201.124433981432,-13.36963820500017,12.24744218265428,-112.9927394392828
1251.93313791547,-12.96135422888178,11.88856663607612,-115.2171065644149
1304.891098264931,-12.4698375402174,11.42674628105695,-114.9336597560007
1360.089230616743,-11.95644374772467,11.02822353727663,-116.7264453676607
1417.622296373483,-11.47368049795505,10.59778572371335,-118.0901576944543
1477.589065435017,-10.83070440836212,10.00936344107944,-118.1361161739863
1540.092485761756,-10.20563537230337,9.459265799436173,-118.830395485005
1605.239860110578,-9.735820368102797,9.083061104842329,-120.0657569283032
1673.14303024685,-9.22601786194388,8.686902716971343,-121.920000992552
1743.918568948799,-8.705556236679138,8.238500608492886,-122.1114351060793
1817.687980133853,-8.062353341313143,7.733739216658982,-123.3717261724196
1894.577907450499,-7.521539951471715,7.298234861291392,-124.4368768222296
1974.720351693797,-6.903522449670517,6.829563087069964,-125.1741146397449
2058.252897417765,-6.273632475185301,6.315733415865363,-126.2422210570388
2145.318949133678,-5.570918356583123,5.706302846032094,-127.1039863177835
2236.067977499791,-4.983529587987682,5.260974736010315,-127.5236918853357
2330.655775925117,-4.308494751728392,4.701177268826759,-128.8534114133148
2429.244728027779,-3.727020208861013,4.277355953673485,-130.1589831268539
2532.004086407124,-3.000211424270189,3.675592277910331,-131.0141761202902
2639.110263208136,-2.404103578720854,3.184655440899045,-131.0605385516111
2750.747132977031,-1.798239606360342,2.691037386818874,-132.2131787352713
2867.106348327898,-1.154432670686406,2.171798345190337,-133.2900857132452
2988.38766896236,-0.5474224759368158,1.62748977420025,-134.335917712208
3114.799304607086,0.02888985393698933,1.032437134215742,-134.8826418036089
3246.558272457852,0.5706722105696463,0.5070150124919102,-136.3164065441039
3383.890769743857,1.000084532234245,-0.01748200031617582,-137.0976736610299
3527.032562051862,1.379230570663011,-0.5559081220014267,-137.3983266859339
3676.229388076776,1.775259919153289,-1.075952625354825,-138.6846390038063
3831.737381493625,2.067017988931071,-1.733446126522753,-139.3152766834737
3993.823510675062,2.245953438440461,-2.157874226905503,-140.2719439339974
4162.766037009368,2.3682144867385,-2.712845671562391,-140.9265116705109
4338.854992605741,2.411293329168728,-3.270416419090711,-141.5258685777947
4522.392678206958,2.430690852497017,-3.793593542550598,-142.246032856704
4713.694182164233,2.390929510165633,-4.302449827323786,-142.3910995979493
4913.087921365179,2.345690494846687,-4.834554021389542,-143.7586487808001
5120.916205043567,2.243382669345532,-5.377883144795403,-144.4600233770436
5337.53582243876,2.119458259250075,-5.971619210754923,-145.3009458168953
5563.318655313677,2.02108731359491,-6.467571995733991,-145.6606466135893
5798.652316382892,1.912156132988612,-7.021703686269047,-146.8055678641965
6043.940814746816,1.72389054455456,-7.387508078488638,-147.7862538486028
6299.605249474367,1.588430322946508,-7.887780844068465,-148.0511639872034
6566.084532524903,1.516784152266593,-8.490648588034817,-148.8243318545567
6843.836142250362,1.358061906149538,-8.975326951284231,-149.1215821581043
7133.336908771306,1.226850901199544,-9.28381638517074,-150.0032050948192
7435.083832575129,1.093029741725215,-9.793535026194105,-151.1094269976649
7749.594937741685,1.018008850468291,-10.28568932352099,-151.161640810159
8077.410161261253,0.8621918113162154,-10.77697558954044,-152.5250335554455
8419.092279971408,0.79373593372176,-11.30926446541998,-152.635791802279
8775.227876704274,0.7639033387883807,-11.84141010635571,-155.1915717592938
9146.428347302706,0.6017791145274517,-11.98334428607813,-155.017055145374
9533.33095023416,0.4946960857833579,-12.57652752297769,-156.5087446996453
9936.599900604322,0.4334702566424617,-13.08491774903817,-157.0944377738897
10356.92751044845,0.4206224360298852,-13.43125895944183,-158.8352286726967
10795.03537725818,0.2963067202820354,-13.67410067092162,-160.452782177423
11251.6756227842,0.2464735421315822,-14.02735796925359,-160.6755278422132
11727.63218424127,0.1399806948218629,-14.14517981343598,-163.696258683078
12223.72216013265,0.1370759619691544,-14.98612247897687,-163.7083671405695
12740.79721300408,0.0886188760354109,-14.87621360533869,-165.3140855111248
13279.74503153555,-0.03695317997566389,-15.14537158744408,-168.4956604265073
13841.490854481,-0.004701358071621487,-15.73854631920858,-171.4880111323286
14426.99905907214,-0.03769223793833448,-16.42180746841532,-170.9278172824355
15037.27481661315,-0.09975480301235259,-16.11424216699938,-175.9669749106616
15673.36581810872,-0.1155803237539896,-16.18034705811137,-176.8156299376154
16336.36407288775,-0.2122221310895839,-17.24705773834735,-182.9900003477355
17027.40778331055,-0.2750823937754266,-17.30771656895577,-180.5047085115478
17747.68329877786,-0.3257025196088494,-17.35837805364848,-185.2904834256804
18498.42715239644,-0.3597896576687,-17.43651191621654,-187.7260732200296
19280.92818379749,-0.5446811961721566,-17.39041772068147,-194.644399043656
20096.52975175224,-0.5414531137800001,-18.56370023104412,-198.1969308908091
20946.63204038333,-0.6204545788715198,-18.10617786773618,-201.1949628459033
21832.69446293124,-0.6245168586708987,-18.60680787469114,-208.0754709550212
22756.23816720202,-0.7691052613288135,-19.50769364887223,-208.4174810966738
23718.84864699823,-0.974011766360524,-20.68621523070677,-227.0365078640761
24722.17846401552,-1.713841557380573,-20.56176788937059,-274.8201768027074
25767.95008487826,-0.7205450318285384,-20.74199907245555,-174.682328182136
26857.95883818439,-1.198844406035017,-23.46405149822218,-218.7003297750856
27994.07599663607,-1.26482799429677,-24.42047578284905,-225.5465737601029
29178.25198954741,-1.332959751531734,-22.14717153718042,-242.7885975244815
30412.51975124426,-1.447413335209049,-25.34816314515264,-250.0389574001593
31698.99821110458,-1.513348044585962,-24.82671495521216,-241.8037849294033
33039.89593123081,-1.580654077745431,-24.72064101076086,-245.2767519063801
34437.51489799911,-1.504071094668388,-24.65937311970672,-246.8318033493293
35894.25447399503,-1.58384537735909,-29.05029489855974,-253.1978143517219
37412.61551711941,-1.577008523985998,-32.67205917367344,-283.8442046632377
38995.20467393667,-1.604394341749123,-28.11987565511183,-249.7735012810837
40644.73885463578,-0.1391052970658739,-15.74207501548034,-189.5486238985914
42364.04989728618,-0.4303816265098759,-15.98648133982694,-219.3193370291321
44156.08942939618,-3.728203615331011,4.21871880585744,-129.5227160702697
46023.93393512021,6.025086398598272,2.322055655055318,-193.4346566530629
47970.79003681312,12.26488750512604,-1.989945354225371,-177.0664213136768
50000,12.21757858249399,-1.86411989783635,-175.1628840648609
