#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A18885
#Date Time: 2024-04-12 11:25:33.699
#Start: 10 Hz
#Stop: 50000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 60.5696 V
#Offset: -0.00159337 V
#Relative: no
#Channel: Channel 2
#Range: 60.4927 V
#Offset: -0.00277409 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,-0.02557436571234869,17.3880488083116,-0.581215040151271
10.58424294923851,-0.04333521041645118,17.39004968274439,-0.5617267275084714
11.2026198808505,-0.02609264230824226,17.36046345604399,-0.6783921153900678
11.85712504868911,-0.03154404637417742,17.38893128315383,-0.5570512328980612
12.54986921948269,-0.01565486313962198,17.37644557213839,-0.6245862565380307
13.28308648001751,-0.05024982501738759,17.39125866234734,-0.6263886579485458
14.05914144202507,-0.03465872013882433,17.42907000392026,-0.8734424024974317
14.88053686801006,-0.04456866324669211,17.42532832038149,-0.9023620431002826
15.74992174261191,-0.03854655270779702,17.40801499630813,-0.7979139754915536
16.67009981552986,-0.03500728994970888,17.39739872555667,-0.7869348053017404
17.64403864356239,-0.03597220991076167,17.38004690502219,-0.8352544368597812
18.6748791609217,-0.02029871574367686,17.36317599171315,-0.8796369442532637
19.76594580868665,-0.03960394221735743,17.40939172031548,-1.007762443732076
20.92075725606221,-0.02970343786209058,17.40015155286908,-1.088999258921547
22.14303774802068,-0.02710828662870769,17.40140285352783,-1.163401522082665
23.436729115921,-0.01705534704224392,17.39061212344877,-1.153859399697936
24.80600348983997,-0.04654227900382438,17.40873568284193,-1.19387901221036
26.25527675361243,-0.04989018327228303,17.41707707056168,-1.214280192812041
27.78922278597281,-0.04697873753656474,17.38753722013917,-1.243754368409306
29.41278853372508,-0.01142549520264573,17.33785472431327,-1.3328615419926
31.13120996555226,-0.04456812354316614,17.38470734278629,-1.399204532676478
32.95002895791605,-0.02441682767313974,17.3646572141172,-1.644706900737731
34.87511116750276,-0.04195787971689229,17.41130384036772,-1.647574264959104
36.91266494785499,-0.04365797936246884,17.37543783668854,-1.832534253321001
39.06926137119375,-0.02723402658111746,17.37076039290045,-1.744567239722507
41.35185542000135,-0.02739280870212347,17.37928180591889,-1.910559264919617
43.76780841670799,-0.03751161099728852,17.40271553913868,-2.107729968587122
46.3249117638163,-0.02919280192761718,17.34990226314434,-2.13870358995317
49.03141207102686,-0.04440743380588971,17.39098071588878,-2.310434716353241
51.8960377503974,-0.04179065973169332,17.38342471015453,-2.336120972825228
54.92802716530586,-0.03166773644257048,17.24406533905958,-2.298285238402748
58.13715842399698,-0.0465318743194789,17.33396854916577,-2.582184129843824
61.53378091379528,-0.04674271166538128,17.33463898915819,-2.721611572030952
65.12884867768241,-0.02751896940372606,17.25215003012639,-2.938243460541713
68.93395574087819,-0.01986975557348274,17.26537647895931,-3.160206570366469
72.96137350135093,-0.03361619105748033,17.3476992311521,-2.58278829645139
77.22409030484302,-0.03411695273749185,17.31930842386869,-3.264565246305565
81.73585333203927,-0.02964096967009611,17.43591889062633,-2.905050550139913
86.51121293296302,-0.03626474039898225,17.42200021947171,-3.848200585622735
91.56556955157842,-0.01652510905875399,17.37827316085973,-4.130604790222293
96.91522339193011,-0.03859202467169338,17.16618408018086,-4.29502683346513
102.5774269859912,-0.02926209022654844,17.18297202172335,-4.467521746342307
108.5704408327505,-0.04021432317315928,17.37129410680082,-4.959864908284665
114.9135922879754,-0.02372451340972963,17.38308907533251,-5.162690711836774
121.6273378945674,-0.02422958092069627,17.36978604275634,-5.426828872013758
128.7333293545225,-0.049415171804263,17.39748388000648,-5.779990108567926
136.2544833552602,-0.05161838378099367,17.3743508160148,-6.115137420727464
144.2150554755048,-0.03051052115854068,17.30242698819667,-6.467699541275731
152.6407184090652,-0.02056153272367014,17.3035320321708,-6.807238904720222
161.5586447587848,-0.02262590451944983,17.27316017025177,-7.22049419949667
170.9975946676697,-0.03738995860056602,17.27471148826546,-7.619463703677127
180.9880085698029,-0.05607658309654842,17.28143464631582,-8.10518675800958
191.5621053601653,-0.02831269847776109,17.23988576546377,-8.621965884003295
202.7539862999612,-0.03080508406367962,17.22238109299024,-8.975332161505065
214.5997449925365,-0.01730936479902059,17.20005539571843,-9.583257396842875
227.1375837845639,-0.02986439264223787,17.19871494607712,-10.1252102133736
240.4079369678839,-0.05313558481507245,17.20550236181865,-10.51113133023664
254.4536011793301,-0.02437338178082628,17.1544701253918,-11.12891317282398
269.3198734190672,-0.02584787183400034,17.13434771146212,-11.88161027250072
285.0546971325567,-0.02371548210474108,17.10591185475234,-12.25840101417694
301.7088168272581,-0.03656426064629779,17.09953708531464,-13.15631370341127
319.3359417227003,-0.03113766388241311,17.06673589346779,-13.84433762278718
337.9929189616926,-0.01785649826660088,17.02384944509005,-14.75438449643812
357.7399169412834,-0.01074509309645258,16.99230375316753,-15.4767098934871
378.6406193546952,-0.03860752391504509,16.98055575220548,-16.44812552596334
400.7624305700231,-0.05147340939299266,16.95913072948254,-17.14832866395675
424.1766930080449,-0.009753762421220691,16.87297309355326,-18.22172552979649
448.9589172201711,-0.02604857029591789,16.84339961179863,-19.14316506173701
475.1890254085353,-0.01676731764544041,16.78215964899314,-20.14899310924014
502.9516091735803,-0.0337568935355048,16.74405456290709,-21.22346408081594
532.3362023203628,-0.02422405198963057,16.67317769143025,-22.26768821527603
563.4375696033708,-0.02666967510699334,16.60452055922815,-23.53306898774281
596.3560123410552,-0.0380671979723288,16.54365768028063,-24.7837732391941
631.1976918856806,-0.03989820435749865,16.46083823122952,-25.98276881943026
668.0749719916639,-0.03499581009009769,16.36382558998462,-27.55758992085618
707.1067811865476,-0.04099548492300139,16.28064736028724,-28.90031384760175
748.4189963132453,-0.01981246950877377,16.14058823539873,-30.26514821596621
792.1448484804624,-0.03030678022026716,16.04528389439935,-31.59376184484059
838.4253527304941,0.000251550586284792,15.90261212448812,-32.97894448935502
887.4097628100533,-0.03360506126895666,15.79161926059239,-34.6225368114924
939.2560525107727,-0.04393672894471472,15.652925562014,-36.21547014260035
994.1314251316742,-0.04930536342640338,15.50329353811366,-37.96756143134804
1052.212852706634,-0.0289559791828322,15.32113133810568,-39.58135067662519
1113.687646735833,-0.001330733745332093,15.11313650244873,-41.40000519365073
1178.754062261777,-0.04810369567911701,14.9647166516982,-43.16764301451042
1247.621937238045,-0.02856516705467379,14.74383399654101,-44.61844488903375
1320.513369252708,-0.04229585106226338,14.54186731943961,-46.60538183625529
1397.663431788814,-0.02314184646169665,14.29067872433498,-48.55453360842705
1479.320932331926,-0.01306321929388687,14.04067705125762,-50.07438991573802
1565.749214769513,-0.01217007850806478,13.78968103313069,-52.09806306255828
1657.227008669993,0.008520824234051519,13.49794656874587,-53.79758310770771
1754.049328180301,-0.03575557135536303,13.25553796756865,-55.89431062444033
1856.528423440887,0.02330522631721857,12.92083937647025,-57.61672830584518
1964.994787586509,0.002611217133808268,12.6393858558358,-59.4193610599428
2079.798222580294,-0.01586973627878641,12.32408537482572,-61.25044838123449
2201.308967318424,0.002973464585771148,11.99037034429771,-63.09919181307914
2329.918891643553,0.00693131284410765,11.64880938590331,-64.91043708734068
2466.042760117587,0.05630506441528697,11.24457549215626,-66.79715102306311
2610.119569629524,0.03509943443407917,10.93111535277805,-68.55985332229631
2762.613965152073,0.03747786862829597,10.55629741885957,-70.17933571592363
2924.017738212866,0.06028488586226886,10.18560812100035,-72.1166949151053
3094.851412912785,0.05588220072582105,9.790510520759154,-73.5932713284983
3275.665924606298,0.07480992568574255,9.388409631737433,-75.49573837672101
3467.044396657504,0.06395756438111566,8.996377270791099,-77.26121497572568
3669.604021001906,0.05414025286343906,8.592845737097676,-78.95291773709666
3883.998048578666,0.07306049436516056,8.198372016534675,-80.81685075917315
4110.91789605249,0.1003643405101572,7.737908840531123,-82.16482391420834
4351.095375619197,0.08680637154919403,7.326655171496382,-84.1138035274379
4605.305055086172,0.1301958451784215,6.849392455780304,-85.93874908391184
4874.36675583883,0.1017535960842871,6.476452825028536,-87.62485251035889
5159.148196748966,0.1360144079764966,5.999873842030578,-89.2093575987727
5460.567792551683,0.1382132860737784,5.565343196691145,-91.15546808920526
5779.597615715405,0.1518772483894967,5.117488435580891,-92.87943041196894
6117.266531357141,0.1506913362427549,4.665034745960173,-94.43748835505835
6474.663515312955,0.1745973696746608,4.186060751415744,-96.24679627584953
6852.941166064297,0.1386861195778462,3.790706695483447,-98.3170385063959
7253.319421846229,0.1490694106341148,3.27777614131164,-99.84743455243117
7677.08949492507,0.1856419324574617,2.801678850155184,-102.2560847676043
8125.618035733363,0.166342938672538,2.394131414505268,-103.8834208417461
8600.351540291613,0.1558241063406886,1.91571578363482,-105.8834377457598
9102.821015130405,0.1328216759306454,1.49990449093205,-108.0721117494882
9634.646914757404,0.156032690741216,0.9564684357220397,-110.210984359406
10197.54436759236,0.1478168759341613,0.545394029834017,-112.1527931061165
10793.32870722362,0.1396862729324193,0.08165309718054528,-114.8604382069629
11423.92132682452,0.1435642688415334,-0.3857368706487185,-116.925895468002
12091.35587560979,0.1798312361380393,-0.9488823357753919,-119.5280502334883
12797.78481731564,0.24056800795056,-1.50063838558622,-121.9195703178278
13545.48637185448,0.1554355332540999,-1.770667444347569,-124.5224843302225
14336.87186253071,0.1409365033832159,-2.373910856301985,-127.4300705898137
15174.49349251265,0.0842697738161733,-2.710652804111323,-130.2630413251174
16061.05257563926,0.1691102053204102,-3.05710035971636,-134.1845889939434
16999.40824810587,0.1413131732708184,-4.003914278414557,-131.2726562458769
17992.58668912415,0.141491404283803,-4.084518483400145,-140.3216924451744
19043.7908802925,0.1130398334254273,-4.656126933350857,-142.8010975055333
20156.41093515083,0.1109479761513601,-5.134350479422523,-146.6256635759219
21334.03503223242,0.1298826057761295,-5.753810652857531,-150.3588044614449
22580.46098687132,0.1402365930253265,-6.722639507596507,-156.3144935191575
23899.7084990848,0.08711647226824305,-7.374852281378916,-112.0652482555548
25296.0321170294,0.09610468980643272,-1.369578265555716,-172.2234352286035
26773.9349578379,0.07439789300741595,-5.489465636727928,-148.9852789496557
28338.18323008663,0.1083682182922593,-7.216340148385113,-171.7529951368746
29993.82160472731,0.07733955066330553,-8.778398502209731,-174.8336816773809
31746.18948405528,0.1382827751928485,-9.34158631255529,-179.9294826508401
33600.93822118018,0.1255983363866293,-8.84893670530208,168.70922684494
35564.04934553248,0.1037532557137697,-11.48321859797692,169.5581637859062
37641.85385318225,0.1574801326382617,-10.94658639271407,161.8710492022047
39841.05262418107,0.130871381779743,-11.68574129328191,155.6452891871423
42168.73803277285,0.2389582928550413,-10.76217023173909,151.2936113403622
44632.41682016619,0.09905025173497999,-6.453545735791156,-164.3457071347922
47240.03430363178,0.2295406382047403,-2.247881464596035,-50.84673729757948
50000,0.1916651619664506,2.517856910429365,155.4207544635971
